user_id,game_id,voted_up,playtime_at_review
76561199223542145,1237950,1,1348.0
76561199029241367,1237950,1,426.0
76561199433479726,1237950,1,195.0
76561198967888189,433340,1,1426.0
76561199104974075,433340,0,691.0
76561199001584017,433340,1,2427.0
76561199201250398,433340,1,2489.0
76561199030057192,433340,1,3072.0
76561198118041806,433340,1,1416.0
76561199054520890,433340,1,1627.0
76561198979499458,433340,1,3354.0
76561199091294021,433340,1,1944.0
76561198358530657,433340,1,219.0
76561198076129188,433340,1,1423.0
76561198300894463,433340,1,6020.0
76561199160380662,433340,1,324.0
76561199789194621,433340,1,276.0
76561199511198218,433340,1,605.0
76561198140295171,433340,1,796.0
76561198121971195,433340,1,1882.0
76561198312439197,433340,1,30.0
76561198364125775,433340,0,724.0
76561198358980895,1557740,1,982.0
76561198398142343,1557740,1,614.0
76561199228378166,1557740,1,1162.0
76561199221338548,1557740,1,882.0
76561198780374635,1557740,1,339.0
76561199872230743,1557740,1,427.0
76561199755638760,1557740,1,380.0
76561198842105449,1557740,1,593.0
76561199160380662,1557740,1,123.0
76561199089522067,1557740,1,571.0
76561198258100816,1557740,1,2630.0
76561199803408375,1557740,1,1067.0
76561199545957927,1557740,1,2416.0
76561199078916005,1557740,1,292.0
76561199379678969,1557740,1,5026.0
76561199017400707,1557740,1,153.0
76561199068841226,1557740,0,238.0
76561199337777723,1222700,1,669.0
76561199033500528,1222700,1,382.0
76561199526163248,1222700,1,503.0
76561198136551505,1222700,1,385.0
76561199820549890,1222700,1,574.0
76561199487643948,1222700,1,1500.0
76561198179888766,1222700,1,453.0
76561198154275074,1222700,1,463.0
76561199073808804,1222700,1,474.0
76561198763713420,1222700,1,375.0
76561198877999991,1222700,1,474.0
76561198017314791,1222700,1,503.0
76561198302600561,1222700,1,322.0
76561198416325076,1222700,1,364.0
76561199518106252,1222700,1,324.0
76561199088574247,1222700,1,347.0
76561199054068144,1222700,1,401.0
76561199092023459,1222700,1,360.0
76561199012914028,1222700,1,367.0
76561198163588724,1222700,1,654.0
76561199643323555,1222700,1,417.0
76561199207332802,1222700,1,408.0
76561198070102349,1222700,1,370.0
76561198147090414,1222700,1,365.0
76561198305016684,728880,1,2083.0
76561198068735782,728880,1,1704.0
76561198079442572,728880,1,1002.0
76561199189496074,728880,1,541.0
76561198411951137,728880,1,342.0
76561199173251569,728880,1,1166.0
76561198114867382,474960,1,628.0
76561198375481715,474960,1,1123.0
76561198729424599,474960,1,578.0
76561198990945368,474960,0,86.0
76561198837526086,474960,0,271.0
76561198243559088,474960,1,869.0
76561199851352297,474960,1,823.0
76561198368632889,474960,1,613.0
76561197998266565,474960,0,493.0
76561197980645494,1085660,1,93563.0
76561198189201237,1085660,0,30892.0
76561198082240851,1085660,1,8443.0
76561198065573801,1085660,1,240389.0
76561198079550986,1085660,0,39666.0
76561198025095151,1085660,0,90427.0
76561197993566925,1113000,1,2304.0
76561198001964986,1113000,1,690.0
76561198363474166,1113000,1,5604.0
76561198129447065,1113000,1,4862.0
76561199058855811,1113000,1,78.0
76561198344910216,1113000,1,3804.0
76561199123230464,1113000,1,4221.0
76561198748866201,1113000,1,310.0
76561198263102780,1113000,1,118.0
76561199756991644,1113000,1,6450.0
76561198068065742,1113000,1,2820.0
76561197979633971,1113000,1,3381.0
76561198132924231,1113000,1,2883.0
76561198789430099,1113000,1,892.0
76561199551500212,1113000,1,10737.0
76561198856659405,266840,1,4297.0
76561198155538105,266840,0,1375.0
76561198356362913,355180,0,24.0
76561198078915242,355180,0,5.0
76561198151726180,355180,0,216.0
76561198127192412,355180,1,1863.0
76561198332844391,355180,1,42.0
76561198321414034,355180,1,12.0
76561198203973523,355180,1,43.0
76561198188024437,355180,1,250.0
76561198361100209,355180,1,269.0
76561198151769476,355180,1,474.0
76561198343835368,355180,1,643.0
76561199337777723,239140,1,704.0
76561199805289966,239140,1,1983.0
76561198394578648,239140,1,1988.0
76561198049506966,239140,0,431.0
76561198861417270,239140,1,767.0
76561199107883083,239140,1,1213.0
76561199202040760,239140,1,5441.0
76561198086493374,239140,1,7337.0
76561198053989823,239140,1,1581.0
76561198061454259,239140,1,4641.0
76561198172043070,239140,1,6846.0
76561199160003974,239140,1,3435.0
76561199124508670,239140,1,2999.0
76561199222852565,239140,1,2430.0
76561199619699875,239140,1,651.0
76561198353807224,239140,1,2636.0
76561199033500528,239140,1,2005.0
76561198039358695,239140,1,2017.0
76561199235935111,239140,1,2307.0
76561198747557503,239140,1,315.0
76561199249965362,239140,1,2534.0
76561198244001740,239140,1,1599.0
76561199123876295,239140,1,1881.0
76561198420336668,239140,1,2394.0
76561198288469376,239140,1,3376.0
76561198144692191,967050,1,499.0
76561198416325076,967050,1,381.0
76561199098881486,967050,1,1759.0
76561198281873199,967050,1,730.0
76561198328161124,967050,1,317.0
76561198348997181,323190,1,850.0
76561199643976541,323190,1,459.0
76561198776446624,323190,1,725.0
76561197981798508,323190,0,37.0
76561198268027781,323190,1,369.0
76561198359271054,323190,1,3852.0
76561198023637510,323190,1,1425.0
76561198128137468,323190,1,1303.0
76561198956172299,323190,1,5180.0
76561199486843313,323190,1,12306.0
76561198081006773,323190,1,505.0
76561198746107625,323190,1,752.0
76561198257527852,323190,0,699.0
76561198422468957,243470,1,5217.0
76561198986565252,243470,1,488.0
76561198267632247,243470,1,2080.0
76561199216021466,243470,1,196.0
76561198329799367,243470,1,1905.0
76561199791343847,243470,1,4599.0
76561199134955083,243470,1,901.0
76561198066162802,243470,1,224.0
76561199237902199,243470,1,563.0
76561197994279442,243470,0,773.0
76561198147861920,243470,1,1045.0
76561199068387871,243470,0,2013.0
